Market,DateTime,Business,Brand,URL,Keyword,SB,SBFlag,Product1,Product1Flag,Product1Buttons,Product1Offer,Product2,Product2Flag,Product2Buttons,Product2Offer,Product3,Product3Flag,Product3Buttons,Product3Offer,Product4,Product4Flag,Product4Buttons,Product4Offer,SBV,SBVFlag
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=latexvrije+condooms,latexvrije condooms,Ga naar de productpagina voor Durex - Condooms Thin Feel - Extra Dun - 20 stuks. Komt niet in aanmerking voor Prime.---Condooms---Nude,1,"Gesponsorde advertentie - Skyn Extra vochtige 10 latexvrije condooms, per stuk verpakt (1 x 10 stuks)",0,N/A,N/A,"Gesponsorde advertentie - SKYN® Elite condooms, latexvrij, 24 stuks",0,N/A,N/A,Gesponsorde advertentie - Durex Real Feel Condooms - Latexvrije condooms voor een natuurlijk huid-op-huid gevoel - Latexvr...,1,N/A,N/A,"Billy Boy Skyn Nauwsluitende extra condoom, latexvrij, extra vocht, 8 stuks",0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=condooms+xl,condooms xl,Ga naar de productpagina voor Durex - Condooms Thin Feel - Extra Dun - 20 stuks. Komt niet in aanmerking voor Prime.---Condooms---Nude,1,Gesponsorde advertentie - FAIR SQUARED Condooms XL 48 Box 60 mm – veganistische condooms klimaatneutraal van eerlijk behan...,0,N/A,N/A,Gesponsorde advertentie - FAIR SQUARED XL condooms 8 stuks 60 mm - Vegan condooms 8st gemaakt van fair trade natuurlijk ru...,0,N/A,N/A,Gesponsorde advertentie - FAIR SQUARED XL condooms 100 box 60 mm – veganistische condooms 100 stuks van eerlijk behandeld ...,0,N/A,N/A,"Gesponsorde advertentie - MY.SIZE condoomset maat 5, 6, 7 - 60, 64, 69mm, 3x3 stuks - perfecte pasvorm en een geschikte ma...",0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=anaal+glijmiddel,anaal glijmiddel,Ga naar de productpagina voor Durex Sensitive - Sexual Glijmiddel - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex Massage Olie en Glijmiddel 2-in-1 - Sensual met Ylang Ylang - waterbasis - 200 ml. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - EXCITE anaal glijmiddel op waterbasis. Neutraal aroma. 200 ml.,0,N/A,N/A,Gesponsorde advertentie - HEALLILY 2Pcs Glijmiddel Applicator Glijmiddel Applicator Spuit Anale Vaginale Shooter Launcher ...,0,N/A,N/A,Gesponsorde advertentie - Hemoton 10 Stuks Anale Vaginale Applicator Vaginale Glijmiddel Applicator Persoonlijke Glijmidde...,0,N/A,N/A,Gesponsorde advertentie - Hemoton 2Pcs Anale Vaginale Glijmiddel Applicator Spuit Shooter Injector Met Pull Ring Voor Mann...,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=condooms+100+stuks,condooms 100 stuks,Ga naar de productpagina voor Durex - Condooms Thin Feel - Extra Dun - 20 stuks. Komt niet in aanmerking voor Prime.---Condooms---Nude,1,"Gesponsorde advertentie - AMOR NATURE Premium Condooms, perfecte positionering en geschikte maat voor iedereen - ? 53 mm, ...",0,N/A,N/A,Gesponsorde advertentie - Durex Condooms Classic Natural 40 stuks,1,Bestseller,N/A,Gesponsorde advertentie - Durex Condooms Nude - Extra Dun - 40 stuks,1,N/A,N/A,Gesponsorde advertentie - Durex - Condooms Thin Feel - Extra Dun - 20 stuks,1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=glijmiddel+siliconen,glijmiddel siliconen,Ga naar de productpagina voor Durex Sensitive - Sexual Glijmiddel - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex Massage Olie en Glijmiddel 2-in-1 - Sensual met Ylang Ylang - waterbasis - 200 ml. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - DOITOOL Zwart Vaginale Applicators Glijmiddel Buis Siliconen Glijmiddel Applicator Spuit Launche...,0,N/A,N/A,"EasyGlide, Siliconen Glijmiddel (150ml) – Dit glijmiddel droogt niet uit, werkt ook in het water, heeft een transparante k...",0,N/A,N/A,"EasyGlide, Glijmiddel op Waterbasis (1000ml) – Dit glijmiddel is geschikt voor langdurig gebruik, heeft een neutrale smaak...",0,Bestseller,N/A,pjur ORIGINAL - Hoogwaardige siliconen-glijgel - langdurig glijgenot zonder plakken - zeer krachtig en geschikt voor condo...,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=Durex+glijmiddel+waterbasis,Durex glijmiddel waterbasis,Ga naar de productpagina voor Durex Glijmiddel Natural - Waterbasis - 250 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex Glijmiddel Sensitive - Waterbasis - 250 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Durex - Glijmiddel Natural - Hydraterend - 100% Natuurlijk - Waterbasis - 100 ml,1,N/A,N/A,Gesponsorde advertentie - Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml,1,N/A,N/A,Gesponsorde advertentie - Durex Glijmiddel Natural - 100% Natuurlijk - Waterbasis - 100 ml,1,N/A,N/A,Gesponsorde advertentie - Durex Sensitive - Sexual Glijmiddel - Waterbasis - 100 ml,1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=Durex+glijmiddel+anaal,Durex glijmiddel anaal,Ga naar de productpagina voor Durex Glijmiddel Natural - Waterbasis - 250 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex Glijmiddel Sensitive - Waterbasis - 250 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Durex Glijmiddel Natural - 100% Natuurlijk - Waterbasis - 100 ml,1,N/A,N/A,Gesponsorde advertentie - Durex Sensitive - Sexual Glijmiddel - Waterbasis - 100 ml,1,N/A,N/A,Gesponsorde advertentie - Durex - 10 condooms Naturals - Fijne Condooms met Glijmiddel op Waterbasis,1,N/A,N/A,Gesponsorde advertentie - Durex Massage Olie en Glijmiddel 2-in-1 - Sensual met Ylang Ylang - waterbasis - 200 ml,1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Durex,https://www.amazon.nl/s?k=glijmiddel+anale+sex,glijmiddel anale sex,Ga naar de productpagina voor Durex Sensitive - Sexual Glijmiddel - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex - Glijmiddel Natural - Extra Sensitive - 100% Natuurlijk - Waterbasis - 100 ml. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Durex Massage Olie en Glijmiddel 2-in-1 - Sensual met Ylang Ylang - waterbasis - 200 ml. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - EXCITE anaal glijmiddel op waterbasis. Neutraal aroma. 200 ml.,0,N/A,N/A,"Just Glide 6239460000 Anal Glijmiddel 200 ml - natuurlijk glijmiddel op waterbasis voor hem en haar, glijcr?me voor anaal ...",0,N/A,N/A,pjur analyse me! Relaxing - Siliconen glijgel voor comfortabele anale sex - extra lang glijdend - met jojoba (100ml),0,N/A,N/A,"HOT Warming Anal Superglide Waterbased, 100 ml",0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=allesreinigerspray,allesreinigerspray,"Ga naar de productpagina voor Dettol Power en Fresh Allesreiniger Spray Citrus 6 x 500 ml Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol Hygiënische Multireiniger Spray 6 x 500 ml Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol Allesreiniger Spray - Eucalyptus met 98,8% ingrediënten van natuurlijke oorsprong - 500 ml x12 - Grootverpakking. Komt in aanmerking voor Prime.",1,"Gesponsorde advertentie - Cif CleanBoost Power & Shine Allesreiniger Spray, met 5x Power is veelzijdig en krachtig - 6 x 7...",0,N/A,N/A,Gesponsorde advertentie - Dettol Power en Fresh Allesreiniger Spray Original 6 x 500 ml Grootverpakking,1,N/A,N/A,Gesponsorde advertentie - Dettol Power en Fresh Allesreiniger Spray Katoenfris 6 x 500 ml Grootverpakking,1,N/A,N/A,Gesponsorde advertentie - Dettol Power en Fresh Allesreiniger Spray Citrus 6 x 500 ml Grootverpakking,1,Amazon's Keuze,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=allesreiniger+,allesreiniger ,"Ga naar de productpagina voor Dettol Power en Fresh Allesreiniger Spray Citrus 6 x 500 ml Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Hygiënische Doekjes - Perfecte Hygiene - Grootverpakking 4 x 80. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh Allesreiniger Original 6 x 1,5 Liter Grootverpakking. Komt in aanmerking voor Prime.",1,"Gesponsorde advertentie - Cif CleanBoost Power & Shine Allesreiniger Spray, met 5x Power is veelzijdig en krachtig - 6 x 7...",0,N/A,N/A,Gesponsorde advertentie - Dettol Allesreiniger Spray - Mandarijn & Citroenbloesem - 100% ingrediënten van natuurlijke oors...,1,N/A,N/A,"Gesponsorde advertentie - Dettol - Power en Fresh Allesreiniger Original 6 x 1,5 Liter Grootverpakking",1,N/A,N/A,Gesponsorde advertentie - Dettol - Power en Fresh Allesreiniger - Citroen en Limoen - 4 x 1 Liter Grootverpakking,1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=allesreiniger+doekjes,allesreiniger doekjes,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol Schoonmaakdoekjes Bio afbreekbaar - Citrus 8 x 50 Doekjes Grootverpakking. Komt in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Page wc papier - Sensitive toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Compleet Schoon toiletpapier - 48 Rollen - Voordeelverpakking,0,Bestseller,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 42 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=allesreinigerdoekjes,allesreinigerdoekjes,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol Schoonmaakdoekjes Bio afbreekbaar - Citrus 8 x 50 Doekjes Grootverpakking. Komt in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Page wc papier - Sensitive toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Compleet Schoon toiletpapier - 48 Rollen - Voordeelverpakking,0,Bestseller,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 42 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=dettol+handgel,dettol handgel,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Hygiënische Doekjes - Perfecte Hygiene - Grootverpakking 4 x 80. Komt niet in aanmerking voor Prime.,1,Dettol Handgel - Op basis van alcohol- Handgel - 200ml,1,N/A,N/A,Dettol Handzeep - Extra Care Droge en Normale Huid Honing & Galamboter 6 x 250 ml Grootverpakking,1,N/A,N/A,Dettol - Handzeep No Touch Navulling - Aloe Vera - 5 x 250ml - Grootverpakking De Dettol Store openen,1,N/A,N/A,Dettol Handzeep - Extra Care Gevoelige en Normale Huid Lotus & Kamille 6 x 250 ml Grootverpakking,1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=reinigingsdoekjes,reinigingsdoekjes,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol Schoonmaakdoekjes Bio afbreekbaar - Citrus 8 x 50 Doekjes Grootverpakking. Komt in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Page wc papier - Compleet Schoon toiletpapier - 48 Rollen - Voordeelverpakking,0,Bestseller,N/A,Gesponsorde advertentie - Page wc papier - Sensitive toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 42 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=dettol,dettol,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Hygiënische Doekjes - Perfecte Hygiene - Grootverpakking 4 x 80. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Page wc papier - Sensitive toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Compleet Schoon toiletpapier - 48 Rollen - Voordeelverpakking,0,Bestseller,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 42 rollen - Voordeelverpakking,0,N/A,N/A,Gesponsorde advertentie - Page wc papier - Kussenzacht toiletpapier - 24 rollen - Voordeelverpakking,0,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=dettol+allesreiniger,dettol allesreiniger,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Hygiënische Doekjes - Perfecte Hygiene - Grootverpakking 4 x 80. Komt niet in aanmerking voor Prime.,1,Gesponsorde advertentie - Dettol Powe & Fresh Allesreiniger Citrus 4LT,1,N/A,N/A,Gesponsorde advertentie - Dettol Power en Fresh Allesreiniger Spray Citrus 6 x 500 ml Grootverpakking,1,N/A,N/A,Gesponsorde advertentie - Dettol - Power en Fresh Allesreiniger - Citroen en Limoen - 4 x 1 Liter Grootverpakking,1,Amazon's Keuze,N/A,"Gesponsorde advertentie - Dettol - Power en Fresh Allesreiniger Original 6 x 1,5 Liter Grootverpakking",1,N/A,N/A,N/A,0
NL,10/07/2022 07:19:07,Health,Dettol,https://www.amazon.nl/s?k=dettol+allesreinigerdoekjes,dettol allesreinigerdoekjes,Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Citrus 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Power en Fresh MultiReinigingsdoekjes Oceaan 4 x 80 Doekjes Grootverpakking. Komt niet in aanmerking voor Prime.---Ga naar de productpagina voor Dettol - Hygiënische Doekjes - Perfecte Hygiene - Grootverpakking 4 x 80. Komt niet in aanmerking voor Prime.,1,"Gesponsorde advertentie - Cif CleanBoost Power & Shine Citroen Allesreiniger Doekjes, effectief tegen vuil, vriendelijk vo...",0,N/A,N/A,"Gesponsorde advertentie - Dettol Allesreiniger Spray - Eucalyptus met 98,8% ingrediënten van natuurlijke oorsprong - 500 m...",1,N/A,N/A,"Gesponsorde advertentie - Dettol Allesreiniger Spray - Eucalyptus met 98,8% ingrediënten van natuurlijke oorsprong - 500 m...",1,N/A,N/A,Gesponsorde advertentie - Dettol Allesreiniger Spray - Mandarijn & Citroenbloesem - 100% ingrediënten van natuurlijke oors...,1,N/A,N/A,N/A,0
